title,category,date,link,image
Try Sutrisno Hadiri Halal Bihalal Purnawirawan TNI di Tengah Tuntutan Wapres Gibran Dicopot,NEWS,06/05/2025,https://nasional.kompas.com/read/2025/05/06/16374471/try-sutrisno-hadiri-halal-bihalal-purnawirawan-tni-di-tengah-tuntutan-wapres,https://asset.kompas.com/crops/Dx_Nann4mBhwV9PK26XlIsKByGs=/276x112:905x532/230x153/data/photo/2025/05/06/6819d7a9d9ce5.jpeg
Luhut ke Pihak yang Minta Wapres Gibran Dicopot: Kau Jangan Tinggal di Indonesia!,NEWS,06/05/2025,https://nasional.kompas.com/read/2025/05/06/20010831/luhut-ke-pihak-yang-minta-wapres-gibran-dicopot-kau-jangan-tinggal-di,https://asset.kompas.com/crops/BtIEqpsoitoCvBGcE4fOmxjxhH0=/130x0:1210x720/230x153/data/photo/2025/03/31/67ea2bb16e435.jpeg
"Prabowo Hadiri Halal Bihalal Purnawirawan TNI, Langsung Duduk di Samping Try Sutrisno",NEWS,06/05/2025,https://nasional.kompas.com/read/2025/05/06/16402751/prabowo-hadiri-halal-bihalal-purnawirawan-tni-langsung-duduk-di-samping-try,https://asset.kompas.com/crops/apukvqoyu8trBZp-yrodcXjuYlU=/0x0:0x0/230x153/data/photo/2025/05/06/6819dbb04a9d2.jpg
Andre Taulany Ajukan Gugatan Cerai Baru terhadap Rien Wartia Trigina,HYPE,06/05/2025,https://www.kompas.com/hype/read/2025/05/06/180006866/andre-taulany-ajukan-gugatan-cerai-baru-terhadap-rien-wartia-trigina,https://asset.kompas.com/crops/It0YmlV8aX9nUPM5wW8lAXQEI4g=/0x387:1080x1107/230x153/data/photo/2024/08/08/66b4209b9c5f8.jpg
"Momen Prabowo Minta AHY Pimpin Hymne Taruna, Minta Wiranto-Teddy Dampingi",NEWS,06/05/2025,https://nasional.kompas.com/read/2025/05/06/18341581/momen-prabowo-minta-ahy-pimpin-hymne-taruna-minta-wiranto-teddy-dampingi,https://asset.kompas.com/crops/hoaSTVKsQ1N1uR1UafRueJK8Sdw=/0x0:0x0/230x153/data/photo/2025/05/06/6819f27c6c996.jpg
"Dimutasi ke RS Fatmawati, Dokter Piprim: Ini Hukuman Karena Menentang Pengambilalihan Kolegium",NEWS,06/05/2025,https://nasional.kompas.com/read/2025/05/06/19293541/dimutasi-ke-rs-fatmawati-dokter-piprim-ini-hukuman-karena-menentang,https://asset.kompas.com/crops/iPxg_lEqRX4gc1MMQyDVE87pdQk=/0x0:0x0/230x153/data/photo/2022/11/20/6379b41ddf9be.jpg
Natalius Pigai: Kebijakan Deddy Mulyadi Didik Anak Nakal ke Barak Militer Tak Langgar HAM,NEWS,06/05/2025,https://nasional.kompas.com/read/2025/05/06/16453241/natalius-pigai-kebijakan-deddy-mulyadi-didik-anak-nakal-ke-barak-militer-tak,https://asset.kompas.com/crops/BUGPhx8axFGZzczvcavCze5IuWA=/0x0:0x0/230x153/data/photo/2025/03/19/67da908ad7dac.jpeg
"Polemik Jembatan Haji Endang-BBWS, Dedi Mulyadi Turun Cari Tahu Akar Masalah",REGIONAL,06/05/2025,https://bandung.kompas.com/read/2025/05/06/160605678/polemik-jembatan-haji-endang-bbws-dedi-mulyadi-turun-cari-tahu-akar-masalah,https://asset.kompas.com/crops/QLTfxORY3PBbToH_Wf-oHLYbIIo=/0x0:0x0/230x153/data/photo/2025/05/06/68195dffd61ab.jpg
"Sidang Tom Lembong, Saksi Ungkap Moeldoko Teken MoU Pengadaan Gula Tahun 2013",NEWS,06/05/2025,https://nasional.kompas.com/read/2025/05/06/16134651/sidang-tom-lembong-saksi-ungkap-moeldoko-teken-mou-pengadaan-gula-tahun-2013,https://asset.kompas.com/crops/dSES64jNnHaSUw9edT6sS2Gg6ZE=/0x0:0x0/230x153/data/photo/2025/05/06/6819ccc55c128.jpg
Hormat Prabowo untuk Try Sutrisno Sebelum Berpidato di Halal Bihalal Purnawirawan TNI,NEWS,06/05/2025,https://nasional.kompas.com/read/2025/05/06/17244331/hormat-prabowo-untuk-try-sutrisno-sebelum-berpidato-di-halal-bihalal,https://asset.kompas.com/crops/Hz5xStif1_-yklDCqqtFhZ_bH34=/0x0:0x0/230x153/data/photo/2025/05/06/6819e27e2a535.jpg
