title,category,date,link,image
"Ramai Warga Pindai Retina demi Uang Tunai, Ini Bahaya dan Risiko di Balik Worldcoin",PROV,06/05/2025,https://www.kompas.com/jawa-barat/read/2025/05/06/201353588/ramai-warga-pindai-retina-demi-uang-tunai-ini-bahaya-dan-risiko-di,https://asset.kompas.com/crops/FrQaiVxTpszyLiQUHj9jSk9yVHA=/291x135:1518x953/230x153/data/photo/2025/05/06/6819732111f5b.png
Daftar Lengkap 12 Korban Tewas dalam Kecelakaan Bus ALS di Padang Panjang,PROV,06/05/2025,https://www.kompas.com/jawa-barat/read/2025/05/06/174734688/daftar-lengkap-12-korban-tewas-dalam-kecelakaan-bus-als-di-padang,https://asset.kompas.com/crops/APXkognruWvj7Hm8vJSdW-OVe-s=/0x0:0x0/230x153/data/photo/2025/05/06/681992a0cf6b1.jpg
"Sah, Luna Maya dan Maxime Bouttier Resmi Menikah",HYPE,07/05/2025,https://www.kompas.com/hype/read/2025/05/07/162643866/sah-luna-maya-dan-maxime-bouttier-resmi-menikah,https://asset.kompas.com/crops/LG-kBbfrbXyQESah1bRPZ9jLGhw=/95x0:929x556/230x153/data/photo/2025/05/07/681b25eddc4f9.png
"13 Tanda Ginjal Bermasalah yang Dirasakan di Malam Hari, Salah Satunya Sesak Nafas",PROV,07/05/2025,https://www.kompas.com/jawa-tengah/read/2025/05/07/164035688/13-tanda-ginjal-bermasalah-yang-dirasakan-di-malam-hari-salah,https://asset.kompas.com/crops/BhF1FFXwA5_pzV_iSYzOyiML3qM=/0x250:1000x917/230x153/data/photo/2025/05/03/6815c71b808b2.jpg
Kementerian BUMN Tunjuk Rivan A Purwantono Jadi Direktur Utama PT Jasa Marga,NEWS,07/05/2025,https://nasional.kompas.com/read/2025/05/07/18115761/kementerian-bumn-tunjuk-rivan-a-purwantono-jadi-direktur-utama-pt-jasa-marga,https://asset.kompas.com/crops/a6inarQv2DzvuMlkpi2JHpWeXr8=/0x0:2000x1333/230x153/data/photo/2025/05/07/681b3dfdea5ee.jpg
Long Weekend Mei 2025 Kapan? Cek Tanggal Merah Kalender Bulan Ini,PROV,07/05/2025,https://www.kompas.com/sulawesi-selatan/read/2025/05/07/172701388/long-weekend-mei-2025-kapan-cek-tanggal-merah-kalender-bulan,https://asset.kompas.com/crops/V4AZm7_yAe7SoE-I8Z64EoL86ro=/66x1:863x533/230x153/data/photo/2025/04/19/68039ec35a826.png
"Maskawin Pernikahan Luna Maya dan Maxime Bouttier: 7,5 Gram Logam Mulia dan Uang 2.025 Dollar",HYPE,07/05/2025,https://www.kompas.com/hype/read/2025/05/07/163520966/maskawin-pernikahan-luna-maya-dan-maxime-bouttier-75-gram-logam-mulia-dan,https://asset.kompas.com/crops/b7tLMrB8yamqmQfH5LvEfwvkpLc=/0x0:0x0/230x153/data/photo/2025/05/07/681b274811927.jpg
"Menangis di Pernikahan Luna Maya, Raffi Ahmad: Akhirnya Menemukan Pelabuhan Terindahmu",HYPE,07/05/2025,https://www.kompas.com/hype/read/2025/05/07/182838266/menangis-di-pernikahan-luna-maya-raffi-ahmad-akhirnya-menemukan-pelabuhan,https://asset.kompas.com/crops/kslS2jNVB2VXNmjyYsDloRtF2HQ=/0x31:454x334/230x153/data/photo/2025/05/07/681b435479073.png
Crazy Rich Surabaya Gabriel Rey Belikan Mobil Baru untuk Korban yang Ditabraknya,REGIONAL,07/05/2025,https://surabaya.kompas.com/read/2025/05/07/173811678/crazy-rich-surabaya-gabriel-rey-belikan-mobil-baru-untuk-korban-yang,https://asset.kompas.com/crops/Cud2_tryg4fVNXxkbsOReD8FSMI=/259x245:765x582/230x153/data/photo/2025/05/02/6814997a2af7e.png
Kemenkes Sebut Hanya Dokter Piprim yang Keberatan Soal Keberadaan Kolegium,NEWS,07/05/2025,https://nasional.kompas.com/read/2025/05/07/16485851/kemenkes-sebut-hanya-dokter-piprim-yang-keberatan-soal-keberadaan-kolegium,https://asset.kompas.com/crops/pORdol6inJCiD82kBRtUXrUS8QI=/0x0:0x0/230x153/data/photo/2025/05/07/681b1eff8aaab.jpg
Transjakarta dan MRT Resmi Gratis Mulai Hari Ini untuk Masyarakat Tertentu,NEWS,07/05/2025,https://megapolitan.kompas.com/read/2025/05/07/16475521/transjakarta-dan-mrt-resmi-gratis-mulai-hari-ini-untuk-masyarakat,https://asset.kompas.com/crops/_Yjr7SgZxswhbVgivDyIqWaCb1Q=/0x24:800x558/230x153/data/photo/2025/04/17/6800167bd979f.jpg
Anggaran Renovasi Sekolah Rusak Rp 20 Miliar Turut Dikorupsi Mbak Ita dan Suami,REGIONAL,07/05/2025,https://regional.kompas.com/read/2025/05/07/165348278/anggaran-renovasi-sekolah-rusak-rp-20-miliar-turut-dikorupsi-mbak-ita-dan,https://asset.kompas.com/crops/cLpPwiIK3nhsy_ybFwvwUkUHtp4=/0x0:0x0/230x153/data/photo/2025/05/07/681b2667a292d.jpg
"Tolak Rp 150 Juta dari OCI, Eks Pemain Sirkus Tuntut Rp 700 Juta Per Orang",NEWS,07/05/2025,https://nasional.kompas.com/read/2025/05/07/17032871/tolak-rp-150-juta-dari-oci-eks-pemain-sirkus-tuntut-rp-700-juta-per-orang,https://asset.kompas.com/crops/apQffjUZcFKDFHRBr9fUgb9-F0k=/0x0:0x0/230x153/data/photo/2025/05/06/6819941b750ee.jpg
Tawaran Jabatan Komisaris untuk Riezky Aprilia PDIP demi Harun Masiku,NEWS,07/05/2025,https://nasional.kompas.com/read/2025/05/07/16021941/tawaran-jabatan-komisaris-untuk-riezky-aprilia-pdip-demi-harun-masiku,https://asset.kompas.com/crops/IDjWzqSam0ox_CKfK13HzDOj0bw=/0x0:0x0/230x153/data/photo/2025/05/07/681ad2aedff07.jpeg
Ini Profil 4 Wali Kota dan Bupati Baru Jakarta,NEWS,07/05/2025,https://megapolitan.kompas.com/read/2025/05/07/19414881/ini-profil-4-wali-kota-dan-bupati-baru-jakarta,https://asset.kompas.com/crops/k8StiaCnnarCqbvkJhzUiW3_k4Y=/95x0:3539x2296/230x153/data/photo/2025/05/07/681b38f96d788.jpg
Deretan Artis yang Hadiri Pernikahan Luna Maya dan Maxime Bouttier,HYPE,07/05/2025,https://www.kompas.com/hype/read/2025/05/07/203200566/deretan-artis-yang-hadiri-pernikahan-luna-maya-dan-maxime-bouttier,https://asset.kompas.com/crops/ATixx9cAtIi8JSTXgl3YrgKOFH8=/414x60:1710x924/230x153/data/photo/2025/05/07/681b353438a42.jpg
"Kakak Luna Maya, Tipi Jabrik, Lega Adiknya Akhirnya Menikah dengan Maxime Bouttier",HYPE,07/05/2025,https://www.kompas.com/hype/read/2025/05/07/183500566/kakak-luna-maya-tipi-jabrik-lega-adiknya-akhirnya-menikah-dengan-maxime,https://asset.kompas.com/crops/KgQbJ6ywKd2GCutC8yEVvAavMvM=/0x0:0x0/230x153/data/photo/2025/05/07/681b2962a85dd.jpeg
MKGR Masih Buka Pintu jika Jokowi dan Gibran Ingin Bergabung,NEWS,07/05/2025,https://nasional.kompas.com/read/2025/05/07/20303821/mkgr-masih-buka-pintu-jika-jokowi-dan-gibran-ingin-bergabung,https://asset.kompas.com/crops/fDir2jV-tHUtisHWgRytk-SACYg=/0x0:0x0/230x153/data/photo/2025/04/16/67ffc84a39257.jpg
"MKD Tetapkan Ahmad Dhani Langgar Kode Etik, Kasus Apa dan Bagaimana Sanksinya?",TREN,07/05/2025,https://www.kompas.com/tren/read/2025/05/07/193000465/mkd-tetapkan-ahmad-dhani-langgar-kode-etik-kasus-apa-dan-bagaimana,https://asset.kompas.com/crops/7eOXsPn1YaP4P-SDLMrltJGy9sI=/0x0:0x0/230x153/data/photo/2025/05/07/681ae2a7b3e20.jpg
Tangis Haru Luna Maya Saat Maxime Bouttier Ucapkan Ijab Kabul,HYPE,07/05/2025,https://www.kompas.com/hype/read/2025/05/07/165559666/tangis-haru-luna-maya-saat-maxime-bouttier-ucapkan-ijab-kabul,https://asset.kompas.com/crops/H-onqYGJ8HTtVglKhro7itrJAs8=/387x0:2007x1080/230x153/data/photo/2025/05/07/681b28052d89b.jpg
"Kecelakaan Maut di Kalijambe Purworejo, 5 Ibu Guru Dinyatakan Tewas, 1 Sopir Luka Berat",PROV,07/05/2025,https://www.kompas.com/jawa-timur/read/2025/05/07/162231188/kecelakaan-maut-di-kalijambe-purworejo-5-ibu-guru-dinyatakan-tewas-1,https://asset.kompas.com/crops/wI8HQdsqj9dUxLjg5l2CL_PAD6o=/0x0:0x0/230x153/data/photo/2025/05/07/681b17c22f165.jpg
"Link Live Streaming PSG vs Arsenal di Leg 2 Semifinal Liga Champions, Kickoff Kamis Pukul 02.00 WIB",PROV,07/05/2025,https://www.kompas.com/kalimantan-timur/read/2025/05/07/232420788/link-live-streaming-psg-vs-arsenal-di-leg-2-semifinal-liga,https://asset.kompas.com/crops/sVPWS5UhiFQLFDZQ3qZYB5IBwUo=/100x0:827x485/230x153/data/photo/2025/04/30/6811439012184.jpg
Latar Belakang Konflik India dan Pakistan,STORI,07/05/2025,https://www.kompas.com/stori/read/2025/05/07/180000979/latar-belakang-konflik-india-dan-pakistan,https://asset.kompas.com/crops/OZHXXfFgNXT1IyNfY8f1SGnU4f8=/62x0:905x562/230x153/data/photo/2020/11/24/5fbc72779f79e.jpg
Lima RT di Jakarta Selatan Terendam Banjir akibat Hujan Deras dan Luapan Kali,NEWS,07/05/2025,https://megapolitan.kompas.com/read/2025/05/07/16041591/lima-rt-di-jakarta-selatan-terendam-banjir-akibat-hujan-deras-dan-luapan,https://asset.kompas.com/crops/h-NZzefeVDBIgpjCH_UOFvmedVY=/0x208:4080x2928/230x153/data/photo/2025/01/29/6799b2b8ae632.jpg
Pihak Hasto Nyatakan Rekaman yang Jadi Bukti KPK Ilegal karena Tak Berizin,NEWS,07/05/2025,https://nasional.kompas.com/read/2025/05/07/17250591/pihak-hasto-nyatakan-rekaman-yang-jadi-bukti-kpk-ilegal-karena-tak-berizin,https://asset.kompas.com/crops/8qdgznu8S0tpuN-KCpGwwNebo_Q=/0x0:5000x3333/230x153/data/photo/2025/04/30/6811a22f9ba73.jpg
"Joki UTBK Unhas Makassar Mahasiswi Kedokteran Berprestasi, Tergiur Imbalan Rp 2 Juta",REGIONAL,07/05/2025,https://regional.kompas.com/read/2025/05/07/192802378/joki-utbk-unhas-makassar-mahasiswi-kedokteran-berprestasi-tergiur-imbalan,https://asset.kompas.com/crops/MhTdZXyaG_AoKKbdAkqjDn1yuug=/0x0:0x0/230x153/data/photo/2025/05/07/681b404aca907.jpg
"Prediksi Line Up PSG vs Arsenal: Partey Kembali, Dembele Siap Beraksi",BOLA,07/05/2025,https://bola.kompas.com/read/2025/05/07/16272408/prediksi-line-up-psg-vs-arsenal-partey-kembali-dembele-siap-beraksi,https://asset.kompas.com/crops/PZXUjBNKBHCxwfI2JNIWIc-Nzec=/303x0:1024x481/230x153/data/photo/2025/04/05/67f159b2125f7.jpg
India Vs Pakistan Bisa Jadi Perang Habis-habisan,GLOBAL,07/05/2025,https://www.kompas.com/global/read/2025/05/07/173146270/india-vs-pakistan-bisa-jadi-perang-habis-habisan,https://asset.kompas.com/crops/seADdRbpvu3MraqlTFNAUaNeyWg=/0x0:1023x682/230x153/data/photo/2025/05/07/681acbc74607c.jpg
"100 Password yang Mudah Diretas Kurang dari 1 Detik, Sebaiknya Jangan Dipakai",TREN,07/05/2025,https://www.kompas.com/tren/read/2025/05/07/203000165/100-password-yang-mudah-diretas-kurang-dari-1-detik-sebaiknya-jangan,https://asset.kompas.com/crops/avCFaiIAXFgAhcYJE_nInHU-7vw=/159x699:1428x1546/230x153/data/photo/2025/05/07/681b204fb5fa0.png
"Sukses Jadi Mak Comblang Luna Maya dan Maxime Bouttier, Nagita Slavina: Happy Lahir Batin",HYPE,07/05/2025,https://www.kompas.com/hype/read/2025/05/07/180108366/sukses-jadi-mak-comblang-luna-maya-dan-maxime-bouttier-nagita-slavina-happy,https://asset.kompas.com/crops/G50oTg8gwLXKjmdBD2tsFrU-NTw=/0x0:0x0/230x153/data/photo/2025/05/07/681b1a02845d4.jpeg
"Saat Jokowi Tak Datang Sidang Ijazah, Malah Bernyanyi dengan Andrea Hehanussa",REGIONAL,07/05/2025,https://regional.kompas.com/read/2025/05/07/163741678/saat-jokowi-tak-datang-sidang-ijazah-malah-bernyanyi-dengan-andrea,https://asset.kompas.com/crops/6TL_-axf4Qbox410173lzTp69e8=/0x0:0x0/230x153/data/photo/2025/05/07/681b234d79282.jpg
Canda Prabowo: Bill Gates Lebih Pancasila daripada Kita,NEWS,07/05/2025,https://nasional.kompas.com/read/2025/05/07/17333351/canda-prabowo-bill-gates-lebih-pancasila-daripada-kita,https://asset.kompas.com/crops/yO0ladcaZdD341pXk1PNPkyd0G0=/204x111:4204x2777/230x153/data/photo/2025/05/07/681b0fe185555.jpg
